new_index,base,ligand,solvent,concentration,temperature,yield,cost
370,KOPiv,PPh3,p-Xylene,0.057,90,0.04,0.039292543
371,KOPiv,X-Phos,p-Xylene,0.057,90,23.45,0.04757534
372,CsOAc,BrettPhos,p-Xylene,0.057,90,25.62,0.205448596
373,CsOAc,PPhtBu2,p-Xylene,0.057,90,0.0,0.102796287
374,CsOAc,tBPh-CPhos,p-Xylene,0.057,90,16.76,0.328568741
375,CsOAc,PCy3 HBF4,p-Xylene,0.057,90,0.0,0.09175506
376,CsOAc,PPh3,p-Xylene,0.057,90,2.04,0.08589458900000001
377,CsOAc,X-Phos,p-Xylene,0.057,90,53.43,0.094279506
378,CsOPiv,BrettPhos,p-Xylene,0.057,90,21.8,0.24630792
379,CsOPiv,PPhtBu2,p-Xylene,0.057,90,0.0,0.143669553
380,CsOPiv,tBPh-CPhos,p-Xylene,0.057,90,25.31,0.369473213
381,CsOPiv,PCy3 HBF4,p-Xylene,0.057,90,0.0,0.132628326
382,CsOPiv,PPh3,p-Xylene,0.057,90,0.01,0.126760446
383,CsOPiv,X-Phos,p-Xylene,0.057,90,34.98,0.135085434
384,KOAc,BrettPhos,DMAc,0.057,105,2.41,0.155894292
385,KOAc,PPhtBu2,DMAc,0.057,105,0.12,0.053328888
386,KOAc,tBPh-CPhos,DMAc,0.057,105,68.71,0.279237903
387,KOAc,PCy3 HBF4,DMAc,0.057,105,6.22,0.042305246
388,KOAc,PPh3,DMAc,0.057,105,27.82,0.036499598
389,KOAc,X-Phos,DMAc,0.057,105,55.4,0.044776461
390,KOPiv,BrettPhos,DMAc,0.057,105,0.0,0.154793045
391,KOPiv,PPhtBu2,DMAc,0.057,105,0.0,0.052234242
392,KOPiv,tBPh-CPhos,DMAc,0.057,105,18.42,0.277998628
393,KOPiv,PCy3 HBF4,DMAc,0.057,105,10.98,0.041224668
394,KOPiv,PPh3,DMAc,0.057,105,63.61,0.035508473
395,KOPiv,X-Phos,DMAc,0.057,105,61.0,0.043698305
396,CsOAc,BrettPhos,DMAc,0.057,105,1.85,0.201393124
397,CsOAc,PPhtBu2,DMAc,0.057,105,0.0,0.098828988
398,CsOAc,tBPh-CPhos,DMAc,0.057,105,42.43,0.32466259
399,CsOAc,PCy3 HBF4,DMAc,0.057,105,15.26,0.087831752
400,CsOAc,PPh3,DMAc,0.057,105,53.46,0.082073958
401,CsOAc,X-Phos,DMAc,0.057,105,89.17,0.090374259
402,CsOPiv,BrettPhos,DMAc,0.057,105,0.0,0.242261057
403,CsOPiv,PPhtBu2,DMAc,0.057,105,0.0,0.139702254
404,CsOPiv,tBPh-CPhos,DMAc,0.057,105,7.33,0.36543467
405,CsOPiv,PCy3 HBF4,DMAc,0.057,105,11.52,0.128694237
406,CsOPiv,PPh3,DMAc,0.057,105,59.68,0.122965155
407,CsOPiv,X-Phos,DMAc,0.057,105,30.21,0.13107755599999998
408,KOAc,BrettPhos,BuCN,0.057,105,6.0,0.186485974
409,KOAc,PPhtBu2,BuCN,0.057,105,0.0,0.083881103
410,KOAc,tBPh-CPhos,BuCN,0.057,105,6.57,0.309642833
411,KOAc,PCy3 HBF4,BuCN,0.057,105,0.0,0.072839876
412,KOAc,PPh3,BuCN,0.057,105,6.77,0.06702394099999999
413,KOAc,X-Phos,BuCN,0.057,105,12.54,0.0752656
414,KOPiv,BrettPhos,BuCN,0.057,105,29.14,0.185569348
415,KOPiv,PPhtBu2,BuCN,0.057,105,0.0,0.08278680299999999
416,KOPiv,tBPh-CPhos,BuCN,0.057,105,5.77,0.308542391
417,KOPiv,PCy3 HBF4,BuCN,0.057,105,0.85,0.071752102
418,KOPiv,PPh3,BuCN,0.057,105,6.78,0.065929718
419,KOPiv,X-Phos,BuCN,0.057,105,31.13,0.074314038
420,CsOAc,BrettPhos,BuCN,0.057,105,45.11,0.232286715
421,CsOAc,PPhtBu2,BuCN,0.057,105,0.0,0.129381549
422,CsOAc,tBPh-CPhos,BuCN,0.057,105,5.6,0.35513583200000004
423,CsOAc,PCy3 HBF4,BuCN,0.057,105,1.13,0.118348998
424,CsOAc,PPh3,BuCN,0.057,105,9.16,0.112542738
425,CsOAc,X-Phos,BuCN,0.057,105,72.89,0.121229425
426,CsOPiv,BrettPhos,BuCN,0.057,105,39.86,0.27311967
427,CsOPiv,PPhtBu2,BuCN,0.057,105,0.0,0.170254815
428,CsOPiv,tBPh-CPhos,BuCN,0.057,105,5.06,0.396004952
429,CsOPiv,PCy3 HBF4,BuCN,0.057,105,1.95,0.15922856
430,CsOPiv,PPh3,BuCN,0.057,105,6.51,0.153395657
431,CsOPiv,X-Phos,BuCN,0.057,105,36.65,0.16182443400000002
432,KOAc,BrettPhos,BuOAc,0.057,105,16.39,0.17612641399999998
433,KOAc,PPhtBu2,BuOAc,0.057,105,0.0,0.073475425
434,KOAc,tBPh-CPhos,BuOAc,0.057,105,2.85,0.29920274
435,KOAc,PCy3 HBF4,BuOAc,0.057,105,0.0,0.062434198
436,KOAc,PPh3,BuOAc,0.057,105,1.94,0.056577194
437,KOAc,X-Phos,BuOAc,0.057,105,41.69,0.06499812599999999
438,KOPiv,BrettPhos,BuOAc,0.057,105,48.88,0.175214857
439,KOPiv,PPhtBu2,BuOAc,0.057,105,0.0,0.072381125
440,KOPiv,tBPh-CPhos,BuOAc,0.057,105,11.64,0.29815788
441,KOPiv,PCy3 HBF4,BuOAc,0.057,105,0.0,0.061339898
442,KOPiv,PPh3,BuOAc,0.057,105,0.98,0.055477494
443,KOPiv,X-Phos,BuOAc,0.057,105,69.26,0.06405889599999999
444,CsOAc,BrettPhos,BuOAc,0.057,105,27.71,0.22169053
445,CsOAc,PPhtBu2,BuOAc,0.057,105,0.0,0.118975871
446,CsOAc,tBPh-CPhos,BuOAc,0.057,105,10.39,0.344745595
447,CsOAc,PCy3 HBF4,BuOAc,0.057,105,0.0,0.107934644
448,CsOAc,PPh3,BuOAc,0.057,105,2.72,0.102082027
449,CsOAc,X-Phos,BuOAc,0.057,105,80.77,0.11071838
450,CsOPiv,BrettPhos,BuOAc,0.057,105,49.23,0.262684837
451,CsOPiv,PPhtBu2,BuOAc,0.057,105,0.0,0.159849137
452,CsOPiv,tBPh-CPhos,BuOAc,0.057,105,11.3,0.38562398
453,CsOPiv,PCy3 HBF4,BuOAc,0.057,105,0.0,0.14880791
454,CsOPiv,PPh3,BuOAc,0.057,105,0.58,0.142943256
455,CsOPiv,X-Phos,BuOAc,0.057,105,5.4,0.151167723
456,KOAc,BrettPhos,p-Xylene,0.057,105,13.19,0.15990278300000002
457,KOAc,PPhtBu2,p-Xylene,0.057,105,0.0,0.05729584
458,KOAc,tBPh-CPhos,p-Xylene,0.057,105,6.45,0.28303066600000004
459,KOAc,PCy3 HBF4,p-Xylene,0.057,105,0.0,0.046254613
460,KOAc,PPh3,p-Xylene,0.057,105,1.16,0.040390931
461,KOAc,X-Phos,p-Xylene,0.057,105,13.41,0.048632996
462,KOPiv,BrettPhos,p-Xylene,0.057,105,29.85,0.158869288
463,KOPiv,PPhtBu2,p-Xylene,0.057,105,0.0,0.056201541
464,KOPiv,tBPh-CPhos,p-Xylene,0.057,105,21.43,0.28199104
465,KOPiv,PCy3 HBF4,p-Xylene,0.057,105,0.0,0.045160314000000014
466,KOPiv,PPh3,p-Xylene,0.057,105,0.48,0.039294149
467,KOPiv,X-Phos,p-Xylene,0.057,105,26.12,0.047585085
468,CsOAc,BrettPhos,p-Xylene,0.057,105,36.14,0.205486991
469,CsOAc,PPhtBu2,p-Xylene,0.057,105,0.0,0.102796287
470,CsOAc,tBPh-CPhos,p-Xylene,0.057,105,14.43,0.328560237
471,CsOAc,PCy3 HBF4,p-Xylene,0.057,105,0.0,0.09175506
472,CsOAc,PPh3,p-Xylene,0.057,105,3.18,0.08589875
473,CsOAc,X-Phos,p-Xylene,0.057,105,54.41,0.094283082
474,CsOPiv,BrettPhos,p-Xylene,0.057,105,23.53,0.246314234
475,CsOPiv,PPhtBu2,p-Xylene,0.057,105,0.0,0.143669553
476,CsOPiv,tBPh-CPhos,p-Xylene,0.057,105,23.1,0.3694651470000001
477,CsOPiv,PCy3 HBF4,p-Xylene,0.057,105,0.0,0.132628326
478,CsOPiv,PPh3,p-Xylene,0.057,105,0.44,0.126762015
479,CsOPiv,X-Phos,p-Xylene,0.057,105,39.81,0.135103062
480,KOAc,BrettPhos,DMAc,0.057,120,3.14,0.155896396
481,KOAc,PPhtBu2,DMAc,0.057,120,2.13,0.053334682
482,KOAc,tBPh-CPhos,DMAc,0.057,120,88.89,0.279296077
483,KOAc,PCy3 HBF4,DMAc,0.057,120,18.38,0.0423403
484,KOAc,PPh3,DMAc,0.057,120,45.85,0.036551574
485,KOAc,X-Phos,DMAc,0.057,120,77.58,0.044840401
486,KOPiv,BrettPhos,DMAc,0.057,120,0.0,0.154793045
487,KOPiv,PPhtBu2,DMAc,0.057,120,2.82,0.052242372
488,KOPiv,tBPh-CPhos,DMAc,0.057,120,55.96,0.278106848
489,KOPiv,PCy3 HBF4,DMAc,0.057,120,29.51,0.041278086
490,KOPiv,PPh3,DMAc,0.057,120,91.27,0.03558821
491,KOPiv,X-Phos,DMAc,0.057,120,62.07,0.043701389000000014
492,CsOAc,BrettPhos,DMAc,0.057,120,1.68,0.201392634
493,CsOAc,PPhtBu2,DMAc,0.057,120,1.62,0.098833658
494,CsOAc,tBPh-CPhos,DMAc,0.057,120,66.84,0.324732958
495,CsOAc,PCy3 HBF4,DMAc,0.057,120,35.61,0.087890417
496,CsOAc,PPh3,DMAc,0.057,120,89.71,0.08217845900000001
497,CsOAc,X-Phos,DMAc,0.057,120,88.41,0.090372068
498,CsOPiv,BrettPhos,DMAc,0.057,120,0.0,0.242261057
499,CsOPiv,PPhtBu2,DMAc,0.057,120,0.0,0.139702254
500,CsOPiv,tBPh-CPhos,DMAc,0.057,120,14.24,0.36545459
501,CsOPiv,PCy3 HBF4,DMAc,0.057,120,26.22,0.128736614
502,CsOPiv,PPh3,DMAc,0.057,120,84.64,0.123037109
503,CsOPiv,X-Phos,DMAc,0.057,120,38.48,0.13110139699999998
504,KOAc,BrettPhos,BuCN,0.057,120,17.0,0.186570434
505,KOAc,PPhtBu2,BuCN,0.057,120,0.0,0.083881103
506,KOAc,tBPh-CPhos,BuCN,0.057,120,8.52,0.30965780600000004
507,KOAc,PCy3 HBF4,BuCN,0.057,120,0.89,0.07284670900000001
508,KOAc,PPh3,BuCN,0.057,120,11.5,0.067060259
509,KOAc,X-Phos,BuCN,0.057,120,43.22,0.07550116700000001
510,KOPiv,BrettPhos,BuCN,0.057,120,50.55,0.185733738
511,KOPiv,PPhtBu2,BuCN,0.057,120,0.0,0.08278680299999999
512,KOPiv,tBPh-CPhos,BuCN,0.057,120,6.2,0.308545693
513,KOPiv,PCy3 HBF4,BuCN,0.057,120,3.25,0.07177053
514,KOPiv,PPh3,BuCN,0.057,120,12.19,0.065971257
515,KOPiv,X-Phos,BuCN,0.057,120,27.8,0.07428847
516,CsOAc,BrettPhos,BuCN,0.057,120,54.26,0.23235697
517,CsOAc,PPhtBu2,BuCN,0.057,120,0.0,0.129381549
518,CsOAc,tBPh-CPhos,BuCN,0.057,120,7.42,0.355149806
519,CsOAc,PCy3 HBF4,BuCN,0.057,120,3.04,0.118363664
520,CsOAc,PPh3,BuCN,0.057,120,11.19,0.112558325
521,CsOAc,X-Phos,BuCN,0.057,120,72.21,0.121224204
522,CsOPiv,BrettPhos,BuCN,0.057,120,42.63,0.273140939
523,CsOPiv,PPhtBu2,BuCN,0.057,120,0.0,0.170254815
524,CsOPiv,tBPh-CPhos,BuCN,0.057,120,5.24,0.396006334
525,CsOPiv,PCy3 HBF4,BuCN,0.057,120,4.78,0.15925029
526,CsOPiv,PPh3,BuCN,0.057,120,9.46,0.153418308
527,CsOPiv,X-Phos,BuCN,0.057,120,31.51,0.161784968
528,KOAc,BrettPhos,BuOAc,0.057,120,27.16,0.17618699100000002
529,KOAc,PPhtBu2,BuOAc,0.057,120,0.0,0.073475425
530,KOAc,tBPh-CPhos,BuOAc,0.057,120,6.22,0.299221695
531,KOAc,PCy3 HBF4,BuOAc,0.057,120,0.0,0.062434198
532,KOAc,PPh3,BuOAc,0.057,120,5.67,0.056598173
533,KOAc,X-Phos,BuOAc,0.057,120,61.86,0.065111574
534,KOPiv,BrettPhos,BuOAc,0.057,120,66.9,0.17531621100000006
535,KOPiv,PPhtBu2,BuOAc,0.057,120,0.0,0.072381125
536,KOPiv,tBPh-CPhos,BuOAc,0.057,120,3.88,0.298114234
537,KOPiv,PCy3 HBF4,BuOAc,0.057,120,0.0,0.061339898
538,KOPiv,PPh3,BuOAc,0.057,120,3.07,0.05548925
539,KOPiv,X-Phos,BuOAc,0.057,120,21.74,0.063791616
540,CsOAc,BrettPhos,BuOAc,0.057,120,30.02,0.221703523
541,CsOAc,PPhtBu2,BuOAc,0.057,120,0.0,0.118975871
542,CsOAc,tBPh-CPhos,BuOAc,0.057,120,4.85,0.344714435
543,CsOAc,PCy3 HBF4,BuOAc,0.057,120,0.0,0.107934644
544,CsOAc,PPh3,BuOAc,0.057,120,3.51,0.10208647
545,CsOAc,X-Phos,BuOAc,0.057,120,7.02,0.110303569
546,CsOPiv,BrettPhos,BuOAc,0.057,120,33.65,0.262597206
547,CsOPiv,PPhtBu2,BuOAc,0.057,120,0.0,0.159849137
548,CsOPiv,tBPh-CPhos,BuOAc,0.057,120,8.24,0.385606769
549,CsOPiv,PCy3 HBF4,BuOAc,0.057,120,0.0,0.14880791
550,CsOPiv,PPh3,BuOAc,0.057,120,2.35,0.142953212
551,CsOPiv,X-Phos,BuOAc,0.057,120,22.87,0.151265984
552,KOAc,BrettPhos,p-Xylene,0.057,120,8.69,0.159886359
553,KOAc,PPhtBu2,p-Xylene,0.057,120,0.0,0.05729584
554,KOAc,tBPh-CPhos,p-Xylene,0.057,120,0.15,0.283007673
555,KOAc,PCy3 HBF4,p-Xylene,0.057,120,0.0,0.046254613
556,KOAc,PPh3,p-Xylene,0.057,120,2.59,0.04039615
557,KOAc,X-Phos,p-Xylene,0.057,120,45.62,0.048750555
558,KOPiv,BrettPhos,p-Xylene,0.057,120,43.05,0.158917465
559,KOPiv,PPhtBu2,p-Xylene,0.057,120,0.0,0.056201541
560,KOPiv,tBPh-CPhos,p-Xylene,0.057,120,18.22,0.281979324
561,KOPiv,PCy3 HBF4,p-Xylene,0.057,120,0.0,0.045160314000000014
562,KOPiv,PPh3,p-Xylene,0.057,120,2.44,0.039301303
563,KOPiv,X-Phos,p-Xylene,0.057,120,26.97,0.047588187
564,CsOAc,BrettPhos,p-Xylene,0.057,120,38.44,0.205495385
565,CsOAc,PPhtBu2,p-Xylene,0.057,120,0.0,0.102796287
566,CsOAc,tBPh-CPhos,p-Xylene,0.057,120,15.98,0.328565895
567,CsOAc,PCy3 HBF4,p-Xylene,0.057,120,0.0,0.09175506
568,CsOAc,PPh3,p-Xylene,0.057,120,6.18,0.085909699
569,CsOAc,X-Phos,p-Xylene,0.057,120,54.52,0.094283484
570,CsOPiv,BrettPhos,p-Xylene,0.057,120,26.52,0.246325146
571,CsOPiv,PPhtBu2,p-Xylene,0.057,120,0.0,0.143669553
572,CsOPiv,tBPh-CPhos,p-Xylene,0.057,120,20.07,0.369454088
573,CsOPiv,PCy3 HBF4,p-Xylene,0.057,120,0.0,0.132628326
574,CsOPiv,PPh3,p-Xylene,0.057,120,1.76,0.126766833
575,CsOPiv,X-Phos,p-Xylene,0.057,120,39.32,0.135101274
576,KOAc,BrettPhos,DMAc,0.153,90,5.75,0.141125799
577,KOAc,PPhtBu2,DMAc,0.153,90,0.0,0.03855042
578,KOAc,tBPh-CPhos,DMAc,0.153,90,37.38,0.264369463
579,KOAc,PCy3 HBF4,DMAc,0.153,90,0.41,0.027510375
580,KOAc,PPh3,DMAc,0.153,90,11.68,0.021674948
581,KOAc,X-Phos,DMAc,0.153,90,38.79,0.029950456
582,KOPiv,BrettPhos,DMAc,0.153,90,0.66,0.14001682599999998
583,KOPiv,PPhtBu2,DMAc,0.153,90,0.0,0.03745612
584,KOPiv,tBPh-CPhos,DMAc,0.153,90,8.5,0.263191909
585,KOPiv,PCy3 HBF4,DMAc,0.153,90,2.52,0.026422158
586,KOPiv,PPh3,DMAc,0.153,90,38.79,0.0206588
587,KOPiv,X-Phos,DMAc,0.153,90,60.68,0.02891926
588,CsOAc,BrettPhos,DMAc,0.153,90,6.26,0.186627715
589,CsOAc,PPhtBu2,DMAc,0.153,90,0.0,0.084050866
590,CsOAc,tBPh-CPhos,DMAc,0.153,90,12.44,0.309798013
591,CsOAc,PCy3 HBF4,DMAc,0.153,90,2.53,0.07301693299999999
592,CsOAc,PPh3,DMAc,0.153,90,31.85,0.06723354
593,CsOAc,X-Phos,DMAc,0.153,90,86.14,0.075587402
594,CsOPiv,BrettPhos,DMAc,0.153,90,0.0,0.227482935
595,CsOPiv,PPhtBu2,DMAc,0.153,90,0.0,0.124924132
596,CsOPiv,tBPh-CPhos,DMAc,0.153,90,3.55,0.350645651
597,CsOPiv,PCy3 HBF4,DMAc,0.153,90,2.53,0.113890199
598,CsOPiv,PPh3,DMAc,0.153,90,28.53,0.108097235
599,CsOPiv,X-Phos,DMAc,0.153,90,27.79,0.116292458
600,KOAc,BrettPhos,BuCN,0.153,90,12.07,0.153178608
601,KOAc,PPhtBu2,BuCN,0.153,90,0.0,0.05052713
602,KOAc,tBPh-CPhos,BuCN,0.153,90,4.97,0.276276575
603,KOAc,PCy3 HBF4,BuCN,0.153,90,0.0,0.039485903
604,KOAc,PPh3,BuCN,0.153,90,2.66,0.03363841
605,KOAc,X-Phos,BuCN,0.153,90,32.5,0.042064884
606,KOPiv,BrettPhos,BuCN,0.153,90,13.31,0.152093829
607,KOPiv,PPhtBu2,BuCN,0.153,90,0.0,0.04943283
608,KOPiv,tBPh-CPhos,BuCN,0.153,90,5.65,0.275187497
609,KOPiv,PCy3 HBF4,BuCN,0.153,90,0.0,0.038391603
610,KOPiv,PPh3,BuCN,0.153,90,0.85,0.032530212999999995
611,KOPiv,X-Phos,BuCN,0.153,90,33.95,0.040981717
612,CsOAc,BrettPhos,BuCN,0.153,90,28.02,0.198801521
613,CsOAc,PPhtBu2,BuCN,0.153,90,0.0,0.096027576
614,CsOAc,tBPh-CPhos,BuCN,0.153,90,0.0,0.32173886100000004
615,CsOAc,PCy3 HBF4,BuCN,0.153,90,0.0,0.084986349
616,CsOAc,PPh3,BuCN,0.153,90,0.0,0.079118433
617,CsOAc,X-Phos,BuCN,0.153,90,0.0,0.087315789
618,CsOPiv,BrettPhos,BuCN,0.153,90,54.55,0.239878489
619,CsOPiv,PPhtBu2,BuCN,0.153,90,0.0,0.136900842
620,CsOPiv,tBPh-CPhos,BuCN,0.153,90,8.95,0.362680847
621,CsOPiv,PCy3 HBF4,BuCN,0.153,90,0.0,0.125859615
622,CsOPiv,PPh3,BuCN,0.153,90,2.53,0.120011125
623,CsOPiv,X-Phos,BuCN,0.153,90,75.4,0.12876799
624,KOAc,BrettPhos,BuOAc,0.153,90,15.36,0.14904115699999998
625,KOAc,PPhtBu2,BuOAc,0.153,90,0.0,0.046395962
626,KOAc,tBPh-CPhos,BuOAc,0.153,90,3.68,0.272127945
627,KOAc,PCy3 HBF4,BuOAc,0.153,90,0.0,0.035354735
628,KOAc,PPh3,BuOAc,0.153,90,1.39,0.029494637
629,KOAc,X-Phos,BuOAc,0.153,90,25.35,0.037826757
630,KOPiv,BrettPhos,BuOAc,0.153,90,42.48,0.148099396
631,KOPiv,PPhtBu2,BuOAc,0.153,90,0.0,0.045301662
632,KOPiv,tBPh-CPhos,BuOAc,0.153,90,11.24,0.271076167
633,KOPiv,PCy3 HBF4,BuOAc,0.153,90,0.0,0.034260435
634,KOPiv,PPh3,BuOAc,0.153,90,2.58,0.02840703
635,KOPiv,X-Phos,BuOAc,0.153,90,32.68,0.036773686
636,CsOAc,BrettPhos,BuOAc,0.153,90,17.16,0.194551728
637,CsOAc,PPhtBu2,BuOAc,0.153,90,0.0,0.091896408
638,CsOAc,tBPh-CPhos,BuOAc,0.153,90,7.74,0.317651227
639,CsOAc,PCy3 HBF4,BuOAc,0.153,90,0.0,0.080855181
640,CsOAc,PPh3,BuOAc,0.153,90,0.81,0.074991821
641,CsOAc,X-Phos,BuOAc,0.153,90,82.21,0.08364701599999999
642,CsOPiv,BrettPhos,BuOAc,0.153,90,21.5,0.235449405
643,CsOPiv,PPhtBu2,BuOAc,0.153,90,0.0,0.132769674
644,CsOPiv,tBPh-CPhos,BuOAc,0.153,90,8.72,0.358530005
645,CsOPiv,PCy3 HBF4,BuOAc,0.153,90,0.0,0.121728447
646,CsOPiv,PPh3,BuOAc,0.153,90,0.6,0.115863905
647,CsOPiv,X-Phos,BuOAc,0.153,90,46.57,0.124319823
648,KOAc,BrettPhos,p-Xylene,0.153,90,13.85,0.142732849
649,KOAc,PPhtBu2,p-Xylene,0.153,90,0.0,0.040123498
650,KOAc,tBPh-CPhos,p-Xylene,0.153,90,9.79,0.265870514
651,KOAc,PCy3 HBF4,p-Xylene,0.153,90,0.0,0.029082271
652,KOAc,PPh3,p-Xylene,0.153,90,0.78,0.023217201
653,KOAc,X-Phos,p-Xylene,0.153,90,28.36,0.031515218
654,KOPiv,BrettPhos,p-Xylene,0.153,90,38.45,0.141728333
655,KOPiv,PPhtBu2,p-Xylene,0.153,90,0.0,0.039029198
656,KOPiv,tBPh-CPhos,p-Xylene,0.153,90,24.02,0.26482815
657,KOPiv,PCy3 HBF4,p-Xylene,0.153,90,0.0,0.027987971
658,KOPiv,PPh3,p-Xylene,0.153,90,1.58,0.022125821
659,KOPiv,X-Phos,p-Xylene,0.153,90,31.55,0.03043256
660,CsOAc,BrettPhos,p-Xylene,0.153,90,41.03,0.188332496
661,CsOAc,PPhtBu2,p-Xylene,0.153,90,0.0,0.08562394400000001
662,CsOAc,tBPh-CPhos,p-Xylene,0.153,90,17.53,0.311399209
663,CsOAc,PCy3 HBF4,p-Xylene,0.153,90,0.0,0.074582717
664,CsOAc,PPh3,p-Xylene,0.153,90,5.38,0.068734436
665,CsOAc,X-Phos,p-Xylene,0.153,90,66.03,0.07715315
666,CsOPiv,BrettPhos,p-Xylene,0.153,90,23.57,0.229142037
667,CsOPiv,PPhtBu2,p-Xylene,0.153,90,0.0,0.12649721
668,CsOPiv,tBPh-CPhos,p-Xylene,0.153,90,25.67,0.352302184
669,CsOPiv,PCy3 HBF4,p-Xylene,0.153,90,0.0,0.115455983
670,CsOPiv,PPh3,p-Xylene,0.153,90,0.25,0.109588979
671,CsOPiv,X-Phos,p-Xylene,0.153,90,44.28,0.117947034
672,KOAc,BrettPhos,DMAc,0.153,105,5.49,0.141125049
673,KOAc,PPhtBu2,DMAc,0.153,105,0.0,0.03855042
674,KOAc,tBPh-CPhos,DMAc,0.153,105,57.33,0.264426975
675,KOAc,PCy3 HBF4,DMAc,0.153,105,5.25,0.027524328
676,KOAc,PPh3,DMAc,0.153,105,30.44,0.021729029
677,KOAc,X-Phos,DMAc,0.153,105,48.86,0.029979486
678,KOPiv,BrettPhos,DMAc,0.153,105,0.74,0.140017056
679,KOPiv,PPhtBu2,DMAc,0.153,105,0.0,0.03745612
680,KOPiv,tBPh-CPhos,DMAc,0.153,105,24.8,0.263238898
681,KOPiv,PCy3 HBF4,DMAc,0.153,105,12.78,0.026451735
682,KOPiv,PPh3,DMAc,0.153,105,71.11,0.020751972
683,KOPiv,X-Phos,DMAc,0.153,105,82.28,0.028981528
684,CsOAc,BrettPhos,DMAc,0.153,105,7.34,0.186630829
685,CsOAc,PPhtBu2,DMAc,0.153,105,0.0,0.084050866
686,CsOAc,tBPh-CPhos,DMAc,0.153,105,20.73,0.309821911
687,CsOAc,PCy3 HBF4,DMAc,0.153,105,10.25,0.073039188
688,CsOAc,PPh3,DMAc,0.153,105,66.27,0.067332765
689,CsOAc,X-Phos,DMAc,0.153,105,84.48,0.075582617
690,CsOPiv,BrettPhos,DMAc,0.153,105,0.0,0.227482935
691,CsOPiv,PPhtBu2,DMAc,0.153,105,0.0,0.124924132
692,CsOPiv,tBPh-CPhos,DMAc,0.153,105,6.54,0.350654271
693,CsOPiv,PCy3 HBF4,DMAc,0.153,105,9.07,0.113909052
694,CsOPiv,PPh3,DMAc,0.153,105,45.28,0.108145522
695,CsOPiv,X-Phos,DMAc,0.153,105,40.06,0.11632783
696,KOAc,BrettPhos,BuCN,0.153,105,22.3,0.153257156
697,KOAc,PPhtBu2,BuCN,0.153,105,0.0,0.05052713
698,KOAc,tBPh-CPhos,BuCN,0.153,105,6.88,0.276291241
699,KOAc,PCy3 HBF4,BuCN,0.153,105,0.0,0.039485903
700,KOAc,PPh3,BuCN,0.153,105,6.67,0.0336692
701,KOAc,X-Phos,BuCN,0.153,105,75.39,0.042394201
702,KOPiv,BrettPhos,BuCN,0.153,105,58.95,0.152444261
703,KOPiv,PPhtBu2,BuCN,0.153,105,0.0,0.04943283
704,KOPiv,tBPh-CPhos,BuCN,0.153,105,10.05,0.27522128100000004
705,KOPiv,PCy3 HBF4,BuCN,0.153,105,1.37,0.038402122
706,KOPiv,PPh3,BuCN,0.153,105,7.88,0.032584191
707,KOPiv,X-Phos,BuCN,0.153,105,73.33,0.041284084
708,CsOAc,BrettPhos,BuCN,0.153,105,73.08,0.1991475
709,CsOAc,PPhtBu2,BuCN,0.153,105,0.0,0.096027576
710,CsOAc,tBPh-CPhos,BuCN,0.153,105,6.4,0.321788001
711,CsOAc,PCy3 HBF4,BuCN,0.153,105,2.15,0.08500285699999999
712,CsOAc,PPh3,BuCN,0.153,105,5.55,0.079161047
713,CsOAc,X-Phos,BuCN,0.153,105,84.62,0.087965517
714,CsOPiv,BrettPhos,BuCN,0.153,105,56.5,0.239893462
715,CsOPiv,PPhtBu2,BuCN,0.153,105,0.0,0.136900842
716,CsOPiv,tBPh-CPhos,BuCN,0.153,105,8.84,0.3626800020000001
717,CsOPiv,PCy3 HBF4,BuCN,0.153,105,2.01,0.12587504800000002
718,CsOPiv,PPh3,BuCN,0.153,105,4.1,0.120023179
719,CsOPiv,X-Phos,BuCN,0.153,105,79.76,0.128801467
720,KOAc,BrettPhos,BuOAc,0.153,105,17.26,0.14905184400000002
721,KOAc,PPhtBu2,BuOAc,0.153,105,0.0,0.046395962
722,KOAc,tBPh-CPhos,BuOAc,0.153,105,0.0,0.272107247
723,KOAc,PCy3 HBF4,BuOAc,0.153,105,0.0,0.035354735
724,KOAc,PPh3,BuOAc,0.153,105,4.51,0.029512185
725,KOAc,X-Phos,BuOAc,0.153,105,53.49,0.037985033
726,KOPiv,BrettPhos,BuOAc,0.153,105,33.97,0.148051531
727,KOPiv,PPhtBu2,BuOAc,0.153,105,0.0,0.045301662
728,KOPiv,tBPh-CPhos,BuOAc,0.153,105,0.0,0.271012947
729,KOPiv,PCy3 HBF4,BuOAc,0.153,105,0.0,0.034260435
730,KOPiv,PPh3,BuOAc,0.153,105,2.95,0.028409111
731,KOPiv,X-Phos,BuOAc,0.153,105,44.48,0.036840056
732,CsOAc,BrettPhos,BuOAc,0.153,105,20.35,0.19456967
733,CsOAc,PPhtBu2,BuOAc,0.153,105,0.0,0.091896408
734,CsOAc,tBPh-CPhos,BuOAc,0.153,105,0.0,0.317607693
735,CsOAc,PCy3 HBF4,BuOAc,0.153,105,0.0,0.080855181
736,CsOAc,PPh3,BuOAc,0.153,105,4.2,0.075010888
737,CsOAc,X-Phos,BuOAc,0.153,105,81.66,0.083643923
738,CsOPiv,BrettPhos,BuOAc,0.153,105,24.56,0.235466616
739,CsOPiv,PPhtBu2,BuOAc,0.153,105,0.0,0.132769674
