Ligand_inchi,Base_inchi,Solvent_inchi,Product_inchi,Electrophile_inchi,Nucleophile_inchi,Precatalyst_inchi,Base,Electrophile,Electrophile_PCI_Name,Ligand,Nucleophile,Nucleophile_PCI_Name,Precatalyst,Product,Solvent,Screen_ID,umol_Screen,Entry,Well,Row,Column,Base_Equiv,Electrophile_Equiv,Ligand_Equiv,Nucleophile_Equiv,Precatalyst_Equiv,Concentration,Time_h,Temp_C,SampleName,Vial,AP_ISO,AP_PDT,AP_STD,Mean_AP,Max_AP,SD_AP,Z_Score_AP,RelYield_PDT,Mean_RY,Max_RY,SD_RY,Z_Score_RY,Yield,Mean_Yield,Max_Yield,SD_Yield,Z_Score_Yield,Product_MW,Solvent_density,Solvent_mass,Product_mg,Base_Cost,Base_amt,Base_MW,Base_price.mol,Solvent_Cost,Solvent_amt,Solvent_MW,Solvent_price.mol,Ligand_Cost,Ligand_amt,Ligand_MW,Ligand_price.mol,Ligand_dol,Base_dol,Solvent_dol,reagent_cost,Nucleophile_MW,Electrophile_MW,Precatalyst_MW,Nucleophile_mg,Electrophile_mg,Precatalyst_mg,Ligand_mg,Base_mg,Total_mg,PMI,solvent mg,ligand_dol_will,base_dol_will,solvent_dol_will,total_cost_update
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,39,39,D,3,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_39,"5:D,3",0,17.571,63.393,22.45728125,69.745,22.44484754,-0.21770169,0.277175713,0.762215688,2.990071238,0.936807129,-0.517758629,6.4,21.37520833,92.25,29.80040286,-0.517953009,201.204,0.794,0.077843137,0.19315584,167,25,191.95,1282.226,202,794,69.11,17.58214106,200,0.25,404.53,323624,1.50E-04,0.007515,0.227525882,0.235190882,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,8.63775,92.93939497,481.1627491,83.99824747,0.242718,0.05770017,0.021369831,0.321788001
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,40,40,D,4,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_40,"5:D,4",1.639,8.179,63.072,22.45728125,69.745,22.44484754,-0.636149621,0.129677194,0.762215688,2.990071238,0.936807129,-0.675206747,2.15,21.37520833,92.25,29.80040286,-0.675333432,201.204,0.794,0.077843137,0.06488829,167,25,191.95,1282.226,202,794,69.11,17.58214106,108,5,368.24,7953.984,8.10E-05,0.007515,0.227525882,0.235121882,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,8.63775,92.78390992,1429.90222,83.86997992,0.005965488,0.05770017,0.021337199,0.085002857
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,41,41,D,5,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_41,"5:D,5",1.569,15.696,63.357,22.45728125,69.745,22.44484754,-0.301239794,0.247739003,0.762215688,2.990071238,0.936807129,-0.54918101,5.55,21.37520833,92.25,29.80040286,-0.549160641,201.204,0.794,0.077843137,0.16750233,167,25,191.95,1282.226,202,794,69.11,17.58214106,49.6,100,262.29,130.09584,3.72E-05,0.007515,0.227525882,0.235078082,107.116,175,365.85,3.21348,2.625,0.123474375,0.1967175,8.63775,92.80706146,554.0643014,83.97259396,9.76E-05,0.05770017,0.021363305,0.079161047
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,42,42,D,6,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_42,"5:D,6",1.893,67.157,22.46,22.45728125,69.745,22.44484754,1.99153586,2.990071238,0.762215688,2.990071238,0.936807129,2.378136845,84.62,21.37520833,92.25,29.80040286,2.378316562,201.204,0.794,0.077843137,2.553882372,167,25,191.95,1282.226,202,794,69.11,17.58214106,580,25,476.72,11059.904,4.35E-04,0.007515,0.227525882,0.235475882,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,8.63775,95.354264,37.33698351,86.358974,0.008294928,0.05770017,0.021970419,0.087965517
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,43,43,D,7,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_43,"5:D,7",0.883,62.009,30.779,22.45728125,69.745,22.44484754,1.762173643,2.014652848,0.762215688,2.990071238,0.936807129,1.336921039,56.5,21.37520833,92.25,29.80040286,1.337055471,201.204,0.794,0.077843137,1.7052039,234,25,234.03,2190.5208,202,794,69.11,17.58214106,29.7,0.1,536.77,159420.69,2.23E-05,0.01053,0.227525882,0.238078157,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,10.53135,96.44422303,56.55876287,85.51029553,0.119565518,0.098573436,0.021754508,0.239893462
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,44,44,D,8,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_44,"5:D,8",0,0,85.325,22.45728125,69.745,22.44484754,-1.000553967,0,0.762215688,2.990071238,0.936807129,-0.813631392,0,21.37520833,92.25,29.80040286,-0.813586596,201.204,0.794,0.077843137,0,234,25,234.03,2190.5208,202,794,69.11,17.58214106,102,1,222.31,22675.62,7.65E-05,0.01053,0.227525882,0.238132382,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,10.53135,94.50317413,Inf,83.80509163,0.017006715,0.098573436,0.021320691,0.136900842
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,45,45,D,9,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_45,"5:D,9",0,21.054,58.198,22.45728125,69.745,22.44484754,-0.062521309,0.361765009,0.762215688,2.990071238,0.936807129,-0.427463313,8.84,21.37520833,92.25,29.80040286,-0.427350207,201.204,0.794,0.077843137,0.266796504,234,25,234.03,2190.5208,202,794,69.11,17.58214106,200,0.25,404.53,323624,1.50E-04,0.01053,0.227525882,0.238205882,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,10.53135,94.90663563,355.7266839,84.07188813,0.242718,0.098573436,0.021388566,0.362680002
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,46,46,D,10,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_46,"5:D,10",3.596,8.81,70.433,22.45728125,69.745,22.44484754,-0.608036264,0.125083413,0.762215688,2.990071238,0.936807129,-0.680110405,2.01,21.37520833,92.25,29.80040286,-0.680031355,201.204,0.794,0.077843137,0.060663006,234,25,234.03,2190.5208,202,794,69.11,17.58214106,108,5,368.24,7953.984,8.10E-05,0.01053,0.227525882,0.238136882,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,10.53135,94.67328464,1560.642818,83.86575464,0.005965488,0.098573436,0.021336124,0.125875048
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,47,47,D,11,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_47,"5:D,11",2.14,12.553,63.598,22.45728125,69.745,22.44484754,-0.441271933,0.197380421,0.762215688,2.990071238,0.936807129,-0.60293656,4.1,21.37520833,92.25,29.80040286,-0.60285119,201.204,0.794,0.077843137,0.12374046,234,25,234.03,2190.5208,202,794,69.11,17.58214106,49.6,100,262.29,130.09584,3.72E-05,0.01053,0.227525882,0.238093082,107.116,175,365.85,3.21348,2.625,0.123474375,0.1967175,10.53135,94.65689959,764.9632108,83.92883209,9.76E-05,0.098573436,0.021352171,0.120023179
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_008,15,48,48,D,12,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_48,"5:D,12",3.052,63.214,22.406,22.45728125,69.745,22.44484754,1.815860798,2.821297867,0.762215688,2.990071238,0.936807129,2.197978768,79.76,21.37520833,92.25,29.80040286,2.198117656,201.204,0.794,0.077843137,2.407204656,234,25,234.03,2190.5208,202,794,69.11,17.58214106,580,25,476.72,11059.904,4.35E-04,0.01053,0.227525882,0.238490882,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,10.53135,97.10118629,40.33773616,86.21229629,0.008294928,0.098573436,0.021933103,0.128801467
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_008,15,49,49,E,1,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_49,"5:E,1",1.391,36.732,56.183,22.45728125,69.745,22.44484754,0.635990898,0.653792072,0.762215688,2.990071238,0.936807129,-0.115737394,17.26,21.37520833,92.25,29.80040286,-0.115609455,201.204,0.88,0.08627451,0.520917156,100,36.2,98.14,271.1049724,164,880,116.16,21.648,29.7,0.1,536.77,159420.69,2.23E-05,0.0045,0.121806298,0.126328573,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,4.4163,97.57625883,187.3162704,92.75738133,0.119565518,0.012199724,0.017286603,0.149051844
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_008,15,50,50,E,2,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_50,"5:E,2",0,0,84.628,22.45728125,69.745,22.44484754,-1.000553967,0,0.762215688,2.990071238,0.936807129,-0.813631392,0,21.37520833,92.25,29.80040286,-0.813586596,201.204,0.88,0.08627451,0,100,36.2,98.14,271.1049724,164,880,116.16,21.648,102,1,222.31,22675.62,7.65E-05,0.0045,0.121806298,0.126382798,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,4.4163,96.81949668,Inf,92.23646418,0.017006715,0.012199724,0.017189523,0.046395962
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_008,15,51,51,E,3,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_51,"5:E,3",14.837,0,64.263,22.45728125,69.745,22.44484754,-1.000553967,0,0.762215688,2.990071238,0.936807129,-0.813631392,0,21.37520833,92.25,29.80040286,-0.813586596,201.204,0.88,0.08627451,0,100,36.2,98.14,271.1049724,164,880,116.16,21.648,200,0.25,404.53,323624,1.50E-04,0.0045,0.121806298,0.126456298,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,4.4163,96.95616168,Inf,92.23646418,0.242718,0.012199724,0.017189523,0.272107247
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_008,15,52,52,E,4,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_52,"5:E,4",0,0,78.96,22.45728125,69.745,22.44484754,-1.000553967,0,0.762215688,2.990071238,0.936807129,-0.813631392,0,21.37520833,92.25,29.80040286,-0.813586596,201.204,0.88,0.08627451,0,100,36.2,98.14,271.1049724,164,880,116.16,21.648,108,5,368.24,7953.984,8.10E-05,0.0045,0.121806298,0.126387298,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,4.4163,96.92894418,Inf,92.23646418,0.005965488,0.012199724,0.017189523,0.035354735
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_008,15,53,53,E,5,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_53,"5:E,5",3.591,14.964,70.703,22.45728125,69.745,22.44484754,-0.33385307,0.211645899,0.762215688,2.990071238,0.936807129,-0.587708796,4.51,21.37520833,92.25,29.80040286,-0.587750723,201.204,0.88,0.08627451,0.136114506,100,36.2,98.14,271.1049724,164,880,116.16,21.648,49.6,100,262.29,130.09584,3.72E-05,0.0045,0.121806298,0.126343498,107.116,175,365.85,3.21348,2.625,0.123474375,0.1967175,4.4163,96.98559618,712.5294653,92.37257868,9.76E-05,0.012199724,0.01721489,0.029512185
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_008,15,54,54,E,6,3,1,0.05,2,0.0225,0.153,24,105,A24A8_090_008_54,"5:E,6",4.27,49.516,25.922,22.45728125,69.745,22.44484754,1.205564828,1.910192115,0.762215688,2.990071238,0.936807129,1.225413846,53.49,21.37520833,92.25,29.80040286,1.225312015,201.204,0.88,0.08627451,1.614360294,100,36.2,98.14,271.1049724,164,880,116.16,21.648,580,25,476.72,11059.904,4.35E-04,0.0045,0.121806298,0.126741298,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,4.4163,98.62466447,61.09210245,93.85082447,0.008294928,0.012199724,0.017490381,0.037985033
